code,name,entry_date,exit_date,entry_px,qty,cost,proceeds,pnl,ret,reason,partial_tp,hold_days,entry_r,regime_r,streak_r,capped,success
006120,SK디스커버리,2018-01-05,2018-01-08,55500.0,2,111127.66665,101818.94513400001,-9308.72151599999,-0.08376601252069923,STOP_INTRA,False,3,5.0,3.0,2,True,False
028300,HLB,2018-01-04,2018-01-30,18368.0,907,16678937.2413664,16339364.3117682,-339572.9295981992,-0.020359386493523382,MA20_EXIT,True,26,4.0,3.0,1,False,True
000070,삼양홀딩스,2018-01-30,2018-01-31,97092.0,168,16330216.6211184,14962299.491168063,-1367917.129950337,-0.08376601252069939,STOP_INTRA,False,1,5.0,3.0,2,True,False
085660,차바이오텍,2018-01-05,2018-02-02,32171.0,652,20999616.962123796,21603387.822364796,603770.8602409996,0.028751517769585892,MA20_EXIT,False,28,5.0,3.0,2,False,False
105560,KB금융,2017-12-13,2018-02-02,60800.0,281,17104450.08272,18519342.624495,1414892.5417749994,0.0827207267659785,MA20_EXIT,False,51,4.0,3.0,1,False,False
068270,셀트리온,2018-01-05,2018-02-02,203898.0,52,10614890.6908044,11894307.3082782,1279416.6174737997,0.12053036199253081,MA20_EXIT,True,28,5.0,3.0,2,True,True
018260,삼성에스디에스,2018-01-08,2018-02-05,248000.0,65,16138540.418,15618818.79675,-519721.62124999985,-0.03220375621269519,MA20_EXIT,False,28,4.0,3.0,1,True,False
068760,셀트리온제약,2018-01-03,2018-02-06,51645.0,336,17372678.230908,22182651.076068003,4809972.845160004,0.2768699668081406,MA20_EXIT,True,34,4.0,3.0,1,False,True
030000,제일기획,2018-01-31,2018-02-07,21250.0,703,14955931.8033125,14193782.2972125,-762149.506099999,-0.05095968048819232,MA20_EXIT,False,7,4.0,3.0,1,True,False
038540,상상인,2018-02-08,2018-03-06,21734.0,796,17320161.8986396,18435773.718253803,1115611.8196142018,0.06441116579296102,MA20_EXIT,False,26,4.0,3.0,1,False,False
028050,삼성E&A,2018-03-12,2018-03-14,18000.0,979,17642267.943299998,16593935.60385,-1048332.339449998,-0.05942163121086272,BEAR_EXIT,False,2,4.0,3.0,1,False,False
007390,네이처셀,2018-03-12,2018-03-19,50320.0,350,17632256.4418,14527545.437475,-3104711.0043249987,-0.17608132087761608,STOP_GAP,False,7,4.0,3.0,1,False,False
098460,고영,2018-03-13,2018-03-19,19800.0,875,17344926.348750003,15892011.03105,-1452915.3177000023,-0.08376601252069944,STOP_INTRA,False,6,4.0,3.0,1,False,False
017800,현대엘리베이터,2018-03-19,2018-03-22,56354.0,295,16643550.588164499,15249386.721207421,-1394163.8669570778,-0.08376601252069919,STOP_INTRA,False,3,4.0,3.0,1,False,False
095700,제넥신,2018-03-12,2018-03-26,72270.0,244,17654161.607082002,16680296.2555512,-973865.3515308015,-0.055163500437207594,MA20_EXIT,False,14,4.0,3.0,1,False,False
207940,삼성바이오로직스,2018-03-22,2018-03-29,694532.0,24,16687939.583515199,16236783.618944399,-451155.96457079984,-0.02703485126566877,BEAR_EXIT,False,7,4.0,3.0,1,False,False
078340,컴투스,2018-03-08,2018-04-04,169900.0,77,13097346.607345,13604175.62658,506829.019235,0.03869707616585256,MA20_EXIT,False,27,3.0,2.0,1,False,False
095700,제넥신,2018-04-04,2018-04-13,84980.0,153,13016894.181291,11926520.860320361,-1090373.3209706396,-0.08376601252069928,STOP_INTRA,False,9,3.0,2.0,1,False,False
086900,메디톡스,2018-03-07,2018-04-18,514026.0,25,12865430.175097499,14365998.095276248,1500567.9201787487,0.11663565848604644,MA20_EXIT,False,42,3.0,2.0,1,False,False
017800,현대엘리베이터,2018-04-18,2018-04-24,59622.0,304,18145934.569963202,19829959.4363544,1684024.8663911968,0.09280452653999688,BEAR_EXIT,True,6,4.0,3.0,1,False,True
098460,고영,2018-04-19,2018-04-25,20860.0,636,13282218.994043998,12454215.789528001,-828003.2045159973,-0.06233922245125531,MA20_EXIT,False,6,4.0,3.0,1,True,False
064350,현대로템,2018-05-02,2018-05-03,32600.0,1,32637.494889999998,28366.1279775,-4271.366912499998,-0.1308730013408207,STOP_GAP,False,1,4.0,3.0,1,True,False
028300,HLB,2018-03-23,2018-05-09,22607.0,543,12289719.78249015,21979183.68168345,9689463.899193302,0.7884202464077678,MA20_EXIT,True,47,3.0,2.0,1,False,True
052690,한전기술,2018-04-19,2018-05-21,33700.0,546,18421362.99003,19570833.610965002,1149470.6209350005,0.06239878241132951,MA20_EXIT,False,32,4.0,3.0,1,False,False
004020,현대제철,2018-05-10,2018-05-24,65700.0,292,19206464.93766,17597615.9552136,-1608848.9824464023,-0.08376601252069943,STOP_INTRA,False,14,4.0,2.0,2,False,False
000720,현대건설,2018-04-30,2018-05-25,61881.0,321,19886647.350720152,18220822.199744996,-1665825.1509751566,-0.08376601252069933,STOP_INTRA,False,25,4.0,3.0,1,False,False
001440,대한전선,2018-05-08,2018-05-25,14861.0,2,29756.1847583,24798.6761004,-4957.508657900002,-0.1666043109413476,STOP_GAP,True,17,3.0,2.0,1,True,True
028300,HLB,2018-05-25,2018-05-29,52501.0,360,18922098.249054,17337069.530205842,-1585028.7188481577,-0.08376601252069919,STOP_INTRA,False,4,4.0,2.0,2,False,False
004020,현대제철,2018-05-28,2018-05-31,67200.0,139,9351543.32112,8568201.826195199,-783341.4949248005,-0.08376601252069937,STOP_INTRA,False,3,4.0,2.0,2,True,False
004170,신세계,2018-05-24,2018-06-07,465500.0,32,14913132.634399999,13663918.979424,-1249213.6549759991,-0.08376601252069926,STOP_INTRA,False,14,3.0,2.0,1,False,False
000660,SK하이닉스,2018-05-23,2018-06-08,95300.0,157,14979308.659315,13724551.702607399,-1254756.9567076005,-0.08376601252069936,STOP_INTRA,False,16,3.0,2.0,1,False,False
006360,GS건설,2018-04-19,2018-06-11,36900.0,499,18434277.826965,23159971.367977496,4725693.541012496,0.2563536030741557,MA20_EXIT,True,53,4.0,3.0,1,False,True
036460,한국가스공사,2018-04-30,2018-06-15,54800.0,1,54863.02822,61119.284535,6256.256314999999,0.11403410489688057,MA20_EXIT,False,46,4.0,3.0,1,True,False
008770,호텔신라,2018-04-30,2018-06-19,116000.0,106,12310142.2444,12841032.06405,530889.81965,0.043126213256512676,MA20_EXIT,False,50,4.0,3.0,1,True,False
081660,미스토홀딩스,2018-03-20,2018-07-12,21900.0,778,17057796.48573,25132887.914039996,8075091.428309996,0.4733959298356828,MA20_EXIT,True,114,4.0,3.0,1,False,True
003670,포스코퓨처엠,2018-09-04,2018-10-01,57317.0,332,19051130.4849866,22225428.592930797,3174298.107944198,0.16661993420525514,BEAR_EXIT,True,27,4.0,2.0,2,False,True
081660,미스토홀딩스,2018-09-27,2018-10-05,45500.0,433,19724159.680225,18071945.473491002,-1652214.206733998,-0.0837660125206992,STOP_INTRA,False,8,4.0,2.0,2,False,False
010950,S-Oil,2018-09-27,2018-10-12,136000.0,145,19742680.957999997,18505284.192,-1237396.7659999952,-0.06267622764265891,MA20_EXIT,False,15,4.0,2.0,2,False,False
042660,한화오션,2018-09-27,2018-10-12,31050.0,635,19739427.220012497,18449349.577605,-1290077.6424074955,-0.06535537369086228,MA20_EXIT,False,15,4.0,2.0,2,False,False
096770,SK이노베이션,2018-09-28,2018-10-12,211549.0,92,19484892.8035762,18592781.4829242,-892111.3206520006,-0.04578476923867218,MA20_EXIT,False,14,4.0,2.0,2,False,False
017670,SK텔레콤,2018-09-28,2018-10-12,48655.0,344,16756570.428597998,16036990.3609956,-719580.0676023979,-0.04294315896374055,MA20_EXIT,False,14,4.0,2.0,2,True,False
010140,삼성중공업,2019-01-31,2019-02-11,8590.0,1629,14009204.175466498,12835709.003099341,-1173495.1723671574,-0.08376601252069914,STOP_INTRA,False,11,3.0,2.0,1,False,False
056190,SFA,2019-02-07,2019-02-28,44200.0,314,13894762.701820001,13493502.860129999,-401259.841690002,-0.028878495466312867,MA20_EXIT,False,21,3.0,2.0,1,False,False
088980,맥쿼리인프라,2019-01-21,2019-03-05,9610.0,969,9322800.300313499,9584141.928336,261341.62802250125,0.02803252452095462,MA20_EXIT,False,43,2.0,1.0,1,False,False
009420,한올바이오파마,2019-03-04,2019-03-07,39650.0,347,13774374.3962825,12620549.9781387,-1153824.4181437995,-0.08376601252069929,STOP_INTRA,False,3,3.0,2.0,1,False,False
000810,삼성화재,2019-02-14,2019-03-08,301000.0,46,13861924.9769,13254808.6233,-607116.353600001,-0.0437974058156945,MA20_EXIT,False,22,3.0,2.0,1,False,False
031430,신세계인터내셔날,2019-03-05,2019-03-22,48300.0,285,13781332.389825,16907508.442125,3126176.0523000006,0.22684135059452679,BEAR_EXIT,True,17,3.0,2.0,1,False,True
003240,태광산업,2019-03-15,2019-03-28,1749000.0,8,14008092.898799999,12778217.7912,-1229875.107599998,-0.08779746939751913,STOP_GAP,False,13,3.0,2.0,1,False,False
005300,롯데칠성,2019-03-12,2019-04-03,170293.0,81,13809597.862009948,13890604.722568199,81006.86055825092,0.005865982584554464,MA20_EXIT,False,22,3.0,2.0,1,False,False
181710,NHN,2019-03-11,2019-04-09,44652.0,311,13902743.870815799,13845833.1018054,-56910.76901039854,-0.00409349187032524,MA20_EXIT,False,29,3.0,2.0,1,False,False
020000,한섬,2019-04-15,2019-04-17,48600.0,399,19413703.018709995,17787494.528571602,-1626208.490138393,-0.08376601252069897,STOP_INTRA,False,2,4.0,3.0,1,False,False
088980,맥쿼리인프라,2019-03-20,2019-04-18,10108.0,1438,14552021.7798956,15278154.062889598,726132.2829939984,0.04989906515926118,MA20_EXIT,False,29,3.0,2.0,1,False,False
081660,미스토홀딩스,2019-03-06,2019-04-19,60300.0,228,13764212.72226,17390580.111899998,3626367.389639998,0.26346348046301993,MA20_EXIT,True,44,3.0,2.0,1,False,True
001740,SK네트웍스,2019-04-16,2019-04-19,6430.0,2988,19234937.647926003,17904939.271866,-1329998.3760600016,-0.0691449278601331,MA20_EXIT,False,3,4.0,3.0,1,False,False
003490,대한항공,2019-04-15,2019-04-23,24478.0,794,19457885.7771298,17827976.273496408,-1629909.503633391,-0.08376601252069928,STOP_INTRA,False,8,4.0,3.0,1,False,False
000270,기아,2019-04-08,2019-04-26,39000.0,368,14368506.9528,15300360.40392,931853.4511200003,0.06485388176942139,BEAR_EXIT,False,18,3.0,2.0,1,False,False
140410,메지온,2019-04-16,2019-04-29,46264.0,214,9911883.0554744,9081604.135345826,-830278.9201285746,-0.08376601252069917,STOP_INTRA,False,13,4.0,3.0,1,True,False
000270,기아,2019-04-29,2019-05-10,45250.0,305,13817123.5076875,12659718.166942501,-1157405.3407449983,-0.08376601252069919,STOP_INTRA,False,11,3.0,2.0,1,False,False
088980,맥쿼리인프라,2019-04-29,2019-06-05,11105.0,1243,13819391.11277725,14562192.9927375,742801.8799602501,0.053750695229507185,MA20_EXIT,False,37,3.0,2.0,1,False,False
004800,효성,2019-07-23,2019-08-02,62551.0,219,13714424.52415035,13708506.145576049,-5918.378574300557,-0.000431544069813401,BEAR_EXIT,False,10,3.0,2.0,1,False,False
012330,현대모비스,2019-09-24,2019-09-30,259500.0,53,13769318.588025,13184516.460825,-584802.1272,-0.04247139199092938,MA20_EXIT,False,6,3.0,2.0,1,False,False
000270,기아,2019-09-23,2019-10-04,46400.0,296,13750196.62016,12882310.01478,-867886.6053800005,-0.06311812327887291,MA20_EXIT,False,11,3.0,2.0,1,False,False
005930,삼성전자,2019-09-19,2019-10-08,49150.0,279,13728621.834427498,13324701.964995,-403919.86943249777,-0.029421734701700432,MA20_EXIT,False,19,3.0,2.0,1,False,False
035420,NAVER,2019-10-31,2019-11-14,164000.0,82,13463467.2172,13898904.183,435436.96580000035,0.03234211208563839,MA20_EXIT,False,14,3.0,2.0,1,False,False
140410,메지온,2019-11-05,2019-11-18,71999.0,189,13623462.02382165,12139863.2566281,-1483598.7671935502,-0.10890027546591065,STOP_GAP,False,13,3.0,2.0,1,False,False
002790,아모레퍼시픽홀딩스,2019-10-30,2019-11-19,84306.0,106,8946714.2418654,8307038.02662,-639676.2152454006,-0.07149845160495785,MA20_EXIT,False,20,2.0,1.0,1,False,False
035420,NAVER,2019-11-14,2019-11-22,180000.0,77,13875941.079,12713608.824839998,-1162332.2541600019,-0.08376601252069946,STOP_INTRA,False,8,3.0,2.0,1,False,False
011210,현대위아,2019-11-12,2019-11-25,54200.0,261,14162470.25193,13479942.95361,-682527.298320001,-0.048192673042119126,MA20_EXIT,False,13,3.0,2.0,1,False,False
000080,하이트진로,2019-11-19,2019-11-27,30400.0,448,13634864.12288,12819695.15232,-815168.9705600012,-0.059785632127576975,MA20_EXIT,False,8,3.0,2.0,1,False,False
007700,F&F홀딩스,2019-10-31,2019-11-28,50250.0,269,13532796.8650875,14885487.087525,1352690.222437501,0.09995644181486461,MA20_EXIT,False,28,3.0,2.0,1,False,False
035720,카카오,2019-10-23,2019-12-06,28100.0,320,9002342.1488,9541707.397344,539365.2485440001,0.05991388014683453,MA20_EXIT,False,44,2.0,1.0,1,False,False
014680,한솔케미칼,2019-11-19,2019-12-10,98200.0,138,13567186.372739999,13181425.599779999,-385760.77295999974,-0.028433365796101492,MA20_EXIT,False,21,3.0,2.0,1,False,False
028050,삼성E&A,2019-12-13,2019-12-18,19900.0,662,13188951.84607,12639926.685734998,-549025.1603350025,-0.04162765674958462,MA20_EXIT,False,5,3.0,2.0,1,False,False
029780,삼성카드,2019-12-12,2019-12-30,39550.0,333,13185297.648022499,12898910.929747501,-286386.71827499755,-0.02172015573102737,MA20_EXIT,False,18,3.0,2.0,1,False,False
138930,BNK금융지주,2019-12-13,2020-01-03,7870.0,1675,13197411.564837499,12475363.261387499,-722048.3034499995,-0.05471135759483229,MA20_EXIT,False,21,3.0,2.0,1,False,False
051600,한전KPS,2019-12-17,2020-01-03,39250.0,337,13242463.3215875,12953050.850632498,-289412.4709550012,-0.02185488182423046,MA20_EXIT,False,17,3.0,2.0,1,False,False
014680,한솔케미칼,2019-12-17,2020-01-14,103000.0,128,13199163.577599999,13336566.8832,137403.30560000055,0.01041000096651462,MA20_EXIT,False,28,3.0,2.0,1,False,False
000660,SK하이닉스,2019-12-13,2020-01-29,87900.0,150,13200164.727750001,14492150.093249999,1291985.3654999975,0.0978764577675251,MA20_EXIT,False,47,3.0,2.0,1,False,False
005930,삼성전자,2019-12-13,2020-01-31,54700.0,241,13197862.082405,13888734.253109999,690872.1707049981,0.05234727915713321,MA20_EXIT,False,49,3.0,2.0,1,False,False
035720,카카오,2020-01-07,2020-01-31,32114.0,412,13246185.5978452,13397355.1464876,151169.5486423988,0.011412307907492253,MA20_EXIT,False,24,3.0,2.0,1,False,False
039030,이오테크닉스,2019-12-27,2020-02-03,102600.0,124,12737032.66836,12511805.510160001,-225227.15819999948,-0.0176828594276503,MA20_EXIT,False,38,3.0,2.0,1,True,False
011070,LG이노텍,2020-01-29,2020-02-03,158000.0,88,13919991.6856,12753969.487776,-1166022.1978239994,-0.08376601252069928,STOP_INTRA,False,5,3.0,2.0,1,False,False
036830,솔브레인홀딩스,2020-01-14,2020-02-06,47103.0,282,13298323.495356899,13324863.4874109,26539.992054000497,0.0019957396932979497,MA20_EXIT,False,23,3.0,2.0,1,True,False
036570,NC,2020-01-03,2020-02-14,565000.0,23,13009946.19925,14561943.72975,1551997.5305000003,0.11929315515459013,MA20_EXIT,False,42,3.0,2.0,1,False,False
207940,삼성바이오로직스,2019-12-23,2020-02-21,614534.0,21,12920056.9318821,15014244.382244099,2094187.4503619988,0.16208809770754878,MA20_EXIT,True,60,3.0,2.0,1,False,True
011790,SKC,2020-01-07,2020-02-24,49064.0,247,12132746.4470212,12499773.087227399,367026.64020619914,0.03025091159770429,MA20_EXIT,False,48,3.0,2.0,1,True,False
003550,LG,2020-02-12,2020-02-24,75668.0,182,13787415.378136398,12582313.035856199,-1205102.3422801998,-0.08740596473151951,MA20_EXIT,False,12,3.0,2.0,1,False,False
006400,삼성SDI,2020-02-11,2020-02-25,335808.0,41,13783963.4124192,12629335.760629632,-1154627.6517895684,-0.08376601252069935,STOP_INTRA,False,14,3.0,2.0,1,False,False
009150,삼성전기,2020-02-11,2020-02-27,141000.0,98,13833892.772699997,13288708.3896,-545184.3830999974,-0.039409325491944834,MA20_EXIT,False,16,3.0,2.0,1,False,False
051910,LG화학,2020-02-11,2020-02-28,413500.0,33,13661194.371825,12387871.952775,-1273322.4190500006,-0.09320725438737004,MA20_EXIT,False,17,3.0,2.0,1,False,False
058470,리노공업,2020-02-17,2020-02-28,17620.0,778,13724126.670254001,12875175.111025799,-848951.5592282023,-0.06185833019657565,MA20_EXIT,False,11,3.0,2.0,1,False,False
035720,카카오,2020-02-13,2020-03-02,35928.0,317,11402275.260776399,11070193.021953749,-332082.23882265016,-0.02912420821526792,MA20_EXIT,False,18,3.0,2.0,1,True,False
000100,유한양행,2020-05-11,2020-05-19,43597.0,311,13574261.50085005,13934516.8845501,360255.3837000504,0.026539593603489252,BEAR_EXIT,False,8,3.0,2.0,1,False,False
035420,NAVER,2020-05-06,2020-06-01,212000.0,61,12946873.739799999,14201509.449825,1254635.7100250013,0.09690646060508988,BEAR_EXIT,False,26,3.0,2.0,1,False,False
196170,알테오젠,2020-05-04,2020-06-04,33097.0,389,12889540.874159949,23904556.80256215,11015015.928402202,0.8545700763077091,MA20_EXIT,True,31,3.0,2.0,1,False,True
181710,NHN,2020-05-11,2020-06-04,46008.0,295,13587970.249853998,13072034.045085749,-515936.20476824977,-0.03797007170911295,MA20_EXIT,False,24,3.0,2.0,1,False,False
035720,카카오,2020-05-06,2020-06-16,40043.0,323,12948764.91243335,16838268.16945725,3889503.257023899,0.30037638981994447,MA20_EXIT,True,41,3.0,2.0,1,False,True
058470,리노공업,2020-05-08,2020-06-16,19062.0,696,13282411.2148728,14728355.6884128,1445944.4735400006,0.10886159524416199,MA20_EXIT,False,39,3.0,2.0,1,False,False
247540,에코프로비엠,2020-05-25,2020-06-16,28044.0,515,14459271.225399,14906888.80763175,447617.5822327491,0.030957132987896988,MA20_EXIT,False,22,3.0,2.0,1,True,False
068270,셀트리온,2020-06-04,2020-06-16,201083.0,103,20735370.38808235,23660417.665033203,2925047.276950851,0.14106559093017318,BEAR_EXIT,False,12,4.0,3.0,1,False,False
185750,종근당,2020-06-16,2020-06-19,93127.0,183,17061842.13348615,18220688.674547847,1158846.5410616957,0.06792036475283662,BEAR_EXIT,True,3,3.0,2.0,1,False,True
028260,삼성물산,2020-06-16,2020-06-23,124000.0,137,17007538.7482,15582885.044472,-1424653.7037279997,-0.0837660125206993,STOP_INTRA,False,7,3.0,2.0,1,False,False
068760,셀트리온제약,2020-06-01,2020-06-30,91432.0,155,14188259.879793998,16380945.366291001,2192685.4864970036,0.15454224161905045,MA20_EXIT,True,29,3.0,2.0,1,True,True
095700,제넥신,2020-06-19,2020-06-30,72633.0,279,20287914.337741047,18588476.651306957,-1699437.6864340901,-0.08376601252069923,STOP_INTRA,False,11,4.0,2.0,2,True,False
207940,삼성바이오로직스,2020-06-04,2020-07-02,945436.0,17,16090897.6846618,18835591.550203796,2744693.8655419964,0.17057431594747505,MA20_EXIT,True,28,4.0,3.0,1,True,True
000080,하이트진로,2020-05-06,2020-07-15,34450.0,376,12968098.12298,16551461.190779999,3583363.0677999984,0.27632140301669467,MA20_EXIT,True,70,3.0,2.0,1,False,True
003670,포스코퓨처엠,2020-06-16,2020-07-16,62594.0,272,17045149.9570352,19195403.669712,2150253.712676801,0.12615047201678076,MA20_EXIT,False,30,3.0,2.0,1,False,False
036570,NC,2020-05-12,2020-07-17,747000.0,14,10470028.2687,12172010.205599999,1701981.9368999992,0.16255753023972722,MA20_EXIT,True,66,3.0,2.0,1,True,True
051910,LG화학,2020-06-16,2020-07-21,487500.0,35,17082124.434375,18320829.58125,1238705.1468750015,0.07251470106272664,MA20_EXIT,False,35,3.0,2.0,1,False,False
007570,일양약품,2020-07-21,2020-07-22,109192.0,167,18256037.058859598,16726801.630008815,-1529235.428850783,-0.08376601252069928,STOP_INTRA,False,1,5.0,3.0,2,True,False
019170,신풍제약,2020-07-17,2020-07-27,73000.0,429,31353019.247549996,42773528.655,11420509.407450005,0.36425549058859563,BEAR_EXIT,True,10,6.0,3.0,3,True,True
078340,컴투스,2020-06-30,2020-07-28,117600.0,142,16718406.58488,17244611.706419997,526205.1215399969,0.031474597705734284,MA20_EXIT,False,28,3.0,2.0,1,False,False
285130,SK케미칼,2020-07-27,2020-07-28,206832.0,153,31681692.837194398,29027843.758317024,-2653849.0788773745,-0.08376601252069928,STOP_INTRA,False,1,5.0,3.0,2,False,False
009240,한샘,2020-07-03,2020-07-30,95700.0,151,14467320.472605,15356594.1339,889273.6612950005,0.0614677516115655,MA20_EXIT,True,27,4.0,2.0,2,True,True
068270,셀트리온,2020-06-23,2020-07-30,259293.0,60,15575473.550637,14586371.502525,-989102.0481119994,-0.06350381867340063,MA20_EXIT,False,37,3.0,2.0,1,True,False
066570,LG전자,2020-07-15,2020-08-03,74900.0,221,16571938.317935,15710846.691735,-861091.6261999998,-0.05196082737455536,MA20_EXIT,False,19,6.0,3.0,3,True,False
200130,콜마비앤에이치,2020-07-03,2020-08-05,49600.0,456,22643613.63264,26188167.697920002,3544554.0652800016,0.15653659008607387,MA20_EXIT,True,33,4.0,2.0,2,False,True
185750,종근당,2020-08-05,2020-08-07,153760.0,171,26323200.847944,24118211.27613024,-2204989.5718137585,-0.08376601252069926,STOP_INTRA,False,2,5.0,3.0,2,True,False
095700,제넥신,2020-07-28,2020-08-12,92680.0,275,25516313.87305,23378914.005678,-2137399.8673719987,-0.08376601252069926,STOP_INTRA,False,15,4.0,3.0,1,False,False
011200,HMM,2020-07-30,2020-08-13,5850.0,5418,31731754.349295,35815442.093613,4083687.7443179972,0.1286940425469645,BEAR_EXIT,False,14,5.0,3.0,2,False,False
096770,SK이노베이션,2020-08-07,2020-08-18,181047.0,133,24106945.75053765,22087603.0309623,-2019342.7195753492,-0.08376601252069904,STOP_INTRA,False,11,4.0,3.0,1,True,False
028260,삼성물산,2020-08-13,2020-08-18,126500.0,200,25329098.794999998,23207381.1882,-2121717.6067999974,-0.08376601252069922,STOP_INTRA,False,5,4.0,3.0,1,False,False
006400,삼성SDI,2020-08-03,2020-08-21,405809.0,38,15438478.1664113,15653454.3873891,214976.22097779997,0.01392470285351782,MA20_EXIT,False,18,4.0,3.0,1,True,False
000990,DB하이텍,2020-07-28,2020-08-28,33300.0,765,25503799.496175,27039301.095037505,1535501.5988625064,0.060206778174083334,MA20_EXIT,False,31,4.0,3.0,1,False,False
066570,LG전자,2020-08-12,2020-09-01,87300.0,269,23510709.777554996,22824413.534204997,-686296.2433499992,-0.02919079218974438,MA20_EXIT,False,20,4.0,3.0,1,True,False
200130,콜마비앤에이치,2020-08-19,2020-09-04,71300.0,348,24840937.981859997,22553315.109,-2287622.872859996,-0.09209084111600471,MA20_EXIT,False,16,4.0,3.0,1,False,False
003520,영진약품,2020-09-01,2020-09-04,7630.0,3130,23909367.767285,31207726.035,7298358.267715,0.3052509936168737,BEAR_EXIT,True,3,4.0,3.0,1,True,True
051910,LG화학,2020-07-31,2020-09-08,568000.0,8,4549226.281599999,5743019.232,1193792.9504000004,0.2624167004460666,MA20_EXIT,True,39,5.0,3.0,2,True,True
006280,녹십자,2020-09-08,2020-09-09,287000.0,19,5459271.767949999,5001970.340682,-457301.4272679994,-0.08376601252069922,STOP_INTRA,False,1,6.0,3.0,3,True,False
035720,카카오,2020-08-18,2020-09-10,75870.0,319,24230366.5398795,25025245.18846605,794878.6485865489,0.032805060842901385,MA20_EXIT,False,23,4.0,3.0,1,False,False
003520,영진약품,2020-09-04,2020-09-10,11150.0,3254,36323829.857315004,33281127.4706874,-3042702.3866276033,-0.0837660125206994,STOP_INTRA,False,6,5.0,3.0,2,False,False
000880,한화,2020-09-04,2020-09-11,32200.0,541,17440235.843030002,15979336.829038799,-1460899.0139912032,-0.08376601252069948,STOP_INTRA,False,7,5.0,3.0,2,True,False
141080,리가켐바이오,2020-09-15,2020-09-21,65300.0,383,25038665.136485,22941275.9991606,-2097389.1373244002,-0.08376601252069933,STOP_INTRA,False,6,4.0,3.0,1,True,False
009830,한화솔루션,2020-07-21,2020-09-22,30911.0,2,61893.1045733,86773.4312085,24880.3266352,0.4019886675055091,MA20_EXIT,True,63,5.0,3.0,2,True,True
034020,두산에너빌리티,2020-07-22,2020-09-22,7608.0,2199,16749234.0002988,27408657.992863048,10659423.992564248,0.6364126259370481,MA20_EXIT,True,62,4.0,3.0,1,True,True
112610,씨에스윈드,2020-08-28,2020-09-23,44887.0,580,26064403.534169,28125140.521185,2060736.9870159999,0.07906327049895798,MA20_EXIT,True,26,4.0,3.0,1,False,True
000100,유한양행,2020-09-21,2020-09-23,60366.0,379,22905027.9529071,21353394.9928374,-1551632.960069701,-0.0677420242952713,BEAR_EXIT,False,2,4.0,3.0,1,True,False
278280,천보,2020-08-21,2020-09-25,146400.0,152,22278394.05792,24111906.717240002,1833512.6593200006,0.08230003718190738,MA20_EXIT,True,35,4.0,3.0,1,True,True
009410,태영건설,2020-09-23,2020-09-28,21668.0,1509,32734618.4683518,29992570.007871527,-2742048.460480273,-0.08376601252069935,STOP_INTRA,False,5,5.0,3.0,2,False,False
026960,동서,2020-09-21,2020-10-07,30000.0,1,30034.5045,27917.4546,-2117.049899999998,-0.07048725907897026,BEAR_EXIT,False,16,4.0,3.0,1,True,False
011200,HMM,2020-09-10,2020-10-15,7080.0,3849,27282262.645638,27362465.5730715,80202.9274334982,0.002939746181437828,MA20_EXIT,False,35,4.0,3.0,1,False,False
022100,포스코DX,2020-10-12,2020-10-16,7800.0,336,2623814.31312,2404027.8505152,-219786.46260480024,-0.0837660125206994,STOP_INTRA,False,4,4.0,3.0,1,True,False
000270,기아,2020-10-05,2020-10-19,50500.0,632,31952708.1874,29616431.1228,-2336277.0645999983,-0.07311671520604532,MA20_EXIT,False,14,5.0,3.0,2,False,False
307950,현대오토에버,2020-10-15,2020-10-19,70800.0,8,567051.44496,519551.8065216,-47499.6384384,-0.08376601252069932,STOP_INTRA,False,4,4.0,3.0,1,True,False
086280,현대글로비스,2020-10-15,2020-10-20,89785.0,298,26786703.332889497,25413691.6429263,-1373011.6899631955,-0.05125721044878903,BEAR_EXIT,False,5,4.0,3.0,1,False,False
145020,휴젤,2020-10-22,2020-10-23,219900.0,117,25757891.404245,23600255.5503702,-2157635.853874799,-0.08376601252069928,STOP_INTRA,False,1,4.0,3.0,1,False,False
086280,현대글로비스,2020-10-20,2020-10-26,99789.0,259,25875077.03045265,23707625.003945693,-2167452.0265069567,-0.08376601252069935,STOP_INTRA,False,6,4.0,3.0,1,False,False
139480,이마트,2020-09-10,2020-10-28,145500.0,187,27239793.856275,27407961.05355,168167.19727500156,0.006173585533073419,MA20_EXIT,False,48,4.0,3.0,1,False,False
011780,금호석유화학,2020-10-05,2020-11-02,118500.0,269,31913162.756474998,35805631.102425,3892468.3459500037,0.12197062308279816,MA20_EXIT,True,28,5.0,3.0,2,False,True
011200,HMM,2020-10-23,2020-11-02,8070.0,3114,25158883.246496998,27943377.9507,2784494.704203002,0.11067640311859636,BEAR_EXIT,False,10,4.0,3.0,1,False,False
011780,금호석유화학,2020-11-05,2020-11-10,154000.0,167,25747579.557699997,23590807.486092,-2156772.071607996,-0.08376601252069917,STOP_INTRA,False,5,4.0,3.0,1,False,False
009830,한화솔루션,2020-11-09,2020-11-13,59542.0,449,26765106.5218537,24523100.273826253,-2242006.2480274476,-0.0837660125206993,STOP_INTRA,False,4,4.0,3.0,1,False,False
006400,삼성SDI,2020-11-09,2020-11-13,521824.0,29,15150301.1003344,13881220.788671425,-1269080.3116629757,-0.08376601252069929,STOP_INTRA,False,4,4.0,3.0,1,True,False
