date,equity
2016-05-02,95784791.96157297
2016-05-03,95901191.96157297
2016-05-04,95694291.96157297
2016-05-09,96881649.29942207
2016-05-10,96424013.29942207
2016-05-11,96088085.29942207
2016-05-12,95683187.29942207
2016-05-13,96816287.29942207
2016-05-16,96218565.29942207
2016-05-17,96418816.65223208
2016-05-18,96547923.65223208
2016-05-19,96164540.65223208
2016-05-20,96076902.65223208
2016-05-23,96488629.65223208
2016-05-24,96914891.46001107
2016-05-25,96865117.03001107
2016-05-26,97551060.03001107
2016-05-27,97707003.03001107
2016-05-30,97472474.03001107
2016-05-31,97681745.03001107
2016-06-01,97417916.36516108
2016-06-02,96792873.46912763
2016-06-03,97054273.46912763
2016-06-07,97936016.84189363
2016-06-08,99484706.84189363
2016-06-09,98138006.97143063
2016-06-10,97596288.07985564
2016-06-13,96970588.07985564
2016-06-14,96810028.07985564
2016-06-15,96640338.07985564
2016-06-16,95995163.02420564
2016-06-17,96275383.02420564
2016-06-20,96327223.02420564
2016-06-21,95772363.02420564
2016-06-22,96108888.34483564
2016-06-23,96089848.34483564
2016-06-24,94603363.12672427
2016-06-27,94411043.12672427
2016-06-28,94653203.12672427
2016-06-29,94510723.12672427
2016-06-30,94723911.81306027
2016-07-01,94738511.81306027
2016-07-04,94650911.81306027
2016-07-05,94676621.03930187
2016-07-06,94675539.03930187
2016-07-07,94848979.10929187
2016-07-08,94910383.10929187
2016-07-11,95535651.66663186
2016-07-12,96069399.73117685
2016-07-13,96876978.73117685
2016-07-14,96679299.73117685
2016-07-15,96239668.86210276
2016-07-18,96270836.86210276
2016-07-19,96275315.20651501
2016-07-20,97116671.20651501
2016-07-21,95693756.20651501
2016-07-22,95723376.20651501
2016-07-25,94729106.96351501
2016-07-26,94064867.53444925
2016-07-27,95024184.86564925
2016-07-28,94916608.25680725
2016-07-29,95180597.25680725
2016-08-01,96372641.25680725
2016-08-02,96244907.25680725
2016-08-03,95946417.25680725
2016-08-04,95873579.25680725
2016-08-05,98196196.49930885
2016-08-08,96852583.49930885
2016-08-09,98266351.22931385
2016-08-10,97138823.49588186
2016-08-11,98869019.49588186
2016-08-12,99282591.49588186
2016-08-16,98588558.49588186
2016-08-17,98867272.49588186
2016-08-18,100921992.89716186
