code,name,market_code,market
054180,메디콕스,KSQ,코스닥
086900,메디톡스,KSQ,코스닥
078160,메디포스트,KSQ,코스닥
408920,메쎄이상,KSQ,코스닥
021880,메이슨캐피탈,KSQ,코스닥
0088M0,메쥬,KSQ,코스닥
140410,메지온,KSQ,코스닥
241770,메카로,KSQ,코스닥
090370,메타랩스,STK,유가증권
059210,메타바이오메드,KSQ,코스닥
118000,메타케어,STK,유가증권
058110,멕아이씨에스,KSQ,코스닥
072770,멤레이비티,KSQ,코스닥
017180,명문제약,STK,유가증권
009900,명신산업,STK,유가증권
317450,명인제약,STK,유가증권
012690,모나리자,STK,유가증권
005360,모나미,STK,유가증권
070960,모나용평,STK,유가증권
434480,모니터랩,KSQ,코스닥
080420,모다이노칩,KSQ,코스닥
417970,모델솔루션,KSQ,코스닥
080160,모두투어,KSQ,코스닥
087260,모바일어플라이언스,KSQ,코스닥
101330,모베이스,KSQ,코스닥
012860,모베이스전자,KSQ,코스닥
363260,모비데이즈,KSQ,코스닥
348030,모비릭스,KSQ,코스닥
250060,모비스,KSQ,코스닥
288980,모아데이타,KSQ,코스닥
142760,모아라이프플러스,KSQ,코스닥
033200,모아텍,KSQ,코스닥
009680,모토닉,STK,유가증권
118990,모트렉스,KSQ,코스닥
463480,모티브링크,KSQ,코스닥
006920,모헨즈,KSQ,코스닥
009580,무림P&P,STK,유가증권
001810,무림SP,KSQ,코스닥
009200,무림페이퍼,STK,유가증권
033920,무학,STK,유가증권
008420,문배철강,STK,유가증권
279600,미디어젠,KSQ,코스닥
095500,미래나노텍,KSQ,코스닥
254490,미래반도체,KSQ,코스닥
025560,미래산업,STK,유가증권
218150,미래생명자원,KSQ,코스닥
007120,미래아이앤지,STK,유가증권
100790,미래에셋벤처투자,KSQ,코스닥
085620,미래에셋생명,STK,유가증권
006800,미래에셋증권,STK,유가증권
049950,미래컴퍼니,KSQ,코스닥
207760,미스터블루,KSQ,코스닥
081660,미스토홀딩스,STK,유가증권
002840,미원상사,STK,유가증권
268280,미원에스씨,STK,유가증권
107590,미원홀딩스,STK,유가증권
134380,미원화학,STK,유가증권
003650,미창석유,STK,유가증권
059090,미코,KSQ,코스닥
201490,미투온,KSQ,코스닥
475460,미트박스,KSQ,코스닥
452200,민테크,KSQ,코스닥
206640,바디텍메드,KSQ,코스닥
035620,바른손이앤에이,KSQ,코스닥
053030,바이넥스,KSQ,코스닥
301300,바이브컴퍼니,KSQ,코스닥
377740,바이오노트,STK,유가증권
064550,바이오니아,KSQ,코스닥
314930,바이오다인,KSQ,코스닥
489460,바이오비쥬,KSQ,코스닥
086820,바이오솔루션,KSQ,코스닥
038460,바이오스마트,KSQ,코스닥
251120,바이오에프디엔씨,KSQ,코스닥
199730,바이오인프라,KSQ,코스닥
086040,바이오톡스텍,KSQ,코스닥
188040,바이오포트,KSQ,코스닥
099430,바이오플러스,KSQ,코스닥
308080,바이젠셀,KSQ,코스닥
043150,바텍,KSQ,코스닥
323990,박셀바이오,KSQ,코스닥
003610,방림,STK,유가증권
267790,배럴,KSQ,코스닥
046310,백금T&A,KSQ,코스닥
035150,백산,STK,유가증권
331520,밸로프,KSQ,코스닥
199480,뱅크웨어글로벌,KSQ,코스닥
438700,버넥트,KSQ,코스닥
066410,버킷스튜디오,KSQ,코스닥
002410,범양건영,STK,유가증권
382900,범한퓨얼셀,KSQ,코스닥
206400,베노티앤알,KSQ,코스닥
019010,베뉴지,KSQ,코스닥
177350,베셀,KSQ,코스닥
457600,벡트,KSQ,코스닥
424760,벨로크,KSQ,코스닥
007210,벽산,STK,유가증권
250000,보라티알,KSQ,코스닥
002760,보락,STK,유가증권
003850,보령,STK,유가증권
310210,보로노이,KSQ,코스닥
006910,보성파워텍,KSQ,코스닥
0010F0,보원케미칼,KSQ,코스닥
000890,보해양조,STK,유가증권
226340,본느,KSQ,코스닥
003000,부광약품,STK,유가증권
001270,부국증권,STK,유가증권
026940,부국철강,STK,유가증권
014470,부방,KSQ,코스닥
011390,부산산업,STK,유가증권
005030,부산주공,STK,유가증권
008470,부스타,KSQ,코스닥
338220,뷰노,KSQ,코스닥
100120,뷰웍스,KSQ,코스닥
406820,뷰티스킨,KSQ,코스닥
099390,브레인즈컴퍼니,KSQ,코스닥
064480,브리지텍,KSQ,코스닥
365900,브이씨,KSQ,코스닥
089970,브이엠,KSQ,코스닥
251630,브이원텍,KSQ,코스닥
018290,브이티,KSQ,코스닥
478560,블랙야크아이앤씨,KSQ,코스닥
006740,블루산업개발,STK,유가증권
439580,블루엠텍,KSQ,코스닥
033560,블루콤,KSQ,코스닥
126340,비나텍,KSQ,코스닥
121800,비덴트,KSQ,코스닥
082800,비보존 제약,KSQ,코스닥
318410,비비씨,KSQ,코스닥
002070,비비안,STK,유가증권
100220,비상교육,STK,유가증권
419540,비스토스,KSQ,코스닥
146320,비씨엔씨,KSQ,코스닥
200780,비씨월드제약,KSQ,코스닥
413640,비아이매트릭스,KSQ,코스닥
141000,비아트론,KSQ,코스닥
090460,비에이치,STK,유가증권
083650,비에이치아이,KSQ,코스닥
065170,비엘팜텍,KSQ,코스닥
086670,비엠티,KSQ,코스닥
488900,비츠로넥스텍,KSQ,코스닥
082920,비츠로셀,KSQ,코스닥
054220,비츠로시스,KSQ,코스닥
042370,비츠로테크,KSQ,코스닥
050090,비케이홀딩스,KSQ,코스닥
148780,비큐AI,KSQ,코스닥
307870,비투엔,KSQ,코스닥
377030,비트맥스,KSQ,코스닥
032850,비트컴퓨터,KSQ,코스닥
049470,비트플래닛,KSQ,코스닥
238200,비피도,KSQ,코스닥
093190,빅솔론,KSQ,코스닥
065450,빅텍,KSQ,코스닥
044480,빌리언스,KSQ,코스닥
005180,빙그레,STK,유가증권
069540,빛과전자,KSQ,코스닥
072950,빛샘전자,KSQ,코스닥
451250,삐아,KSQ,코스닥
143240,사람인,KSQ,코스닥
466410,사이냅소프트,KSQ,코스닥
003960,사조대림,STK,유가증권
008040,사조동아원,STK,유가증권
007160,사조산업,STK,유가증권
014710,사조씨푸드,STK,유가증권
006090,사조오양,STK,유가증권
223310,사토시홀딩스,KSQ,코스닥
452430,사피엔반도체,KSQ,코스닥
419120,산돌,KSQ,코스닥
062040,산일전기,STK,유가증권
122350,삼기,KSQ,코스닥
419050,삼기에너지솔루션즈,KSQ,코스닥
014970,삼륭물산,KSQ,코스닥
005610,삼립,STK,유가증권
018310,삼목에스폼,KSQ,코스닥
012210,삼미금속,KSQ,코스닥
053700,삼보모터스,KSQ,코스닥
009620,삼보산업,KSQ,코스닥
023600,삼보판지,KSQ,코스닥
001470,삼부토건,STK,유가증권
028050,삼성E&A,STK,유가증권
006400,삼성SDI,STK,유가증권
006660,삼성공조,STK,유가증권
028260,삼성물산,STK,유가증권
207940,삼성바이오로직스,STK,유가증권
032830,삼성생명,STK,유가증권
018260,삼성에스디에스,STK,유가증권
0126Z0,삼성에피스홀딩스,STK,유가증권
009150,삼성전기,STK,유가증권
005930,삼성전자,STK,유가증권
001360,삼성제약,STK,유가증권
010140,삼성중공업,STK,유가증권
016360,삼성증권,STK,유가증권
068290,삼성출판사,STK,유가증권
029780,삼성카드,STK,유가증권
000810,삼성화재,STK,유가증권
006110,삼아알미늄,STK,유가증권
009300,삼아제약,KSQ,코스닥
0120G0,삼양바이오팜,STK,유가증권
145990,삼양사,STK,유가증권
003230,삼양식품,STK,유가증권
482630,삼양엔씨켐,KSQ,코스닥
484590,삼양컴텍,KSQ,코스닥
036670,삼양케이씨아이,KSQ,코스닥
272550,삼양패키징,STK,유가증권
000070,삼양홀딩스,STK,유가증권
003720,삼영,STK,유가증권
002810,삼영무역,STK,유가증권
361670,삼영에스앤씨,KSQ,코스닥
054540,삼영엠텍,KSQ,코스닥
065570,삼영이엔씨,KSQ,코스닥
005680,삼영전자,STK,유가증권
023000,삼원강재,STK,유가증권
004380,삼익THK,STK,유가증권
002450,삼익악기,STK,유가증권
014950,삼익제약,KSQ,코스닥
032280,삼일,KSQ,코스닥
002290,삼일기업공사,KSQ,코스닥
004440,삼일씨엔에스,STK,유가증권
000520,삼일제약,STK,유가증권
009770,삼정펄프,STK,유가증권
037460,삼지전자,KSQ,코스닥
032750,삼진,KSQ,코스닥
0013V0,삼진식품,KSQ,코스닥
054090,삼진엘앤디,KSQ,코스닥
005500,삼진제약,STK,유가증권
000250,삼천당제약,KSQ,코스닥
004690,삼천리,STK,유가증권
024950,삼천리자전거,KSQ,코스닥
038500,삼표시멘트,KSQ,코스닥
437730,삼현,KSQ,코스닥
017480,삼현철강,KSQ,코스닥
010960,삼호개발,STK,유가증권
046390,삼화네트웍스,KSQ,코스닥
004450,삼화왕관,STK,유가증권
009470,삼화전기,STK,유가증권
011230,삼화전자,STK,유가증권
001820,삼화콘덴서,STK,유가증권
027580,상보,KSQ,코스닥
038540,상상인,KSQ,코스닥
001290,상상인증권,STK,유가증권
041650,상신브레이크,STK,유가증권
091580,상신이디피,KSQ,코스닥
263810,상신전자,KSQ,코스닥
089980,상아프론테크,KSQ,코스닥
042940,상지건설,KSQ,코스닥
042600,새로닉스,KSQ,코스닥
075180,새론오토모티브,STK,유가증권
107600,새빗켐,KSQ,코스닥
411080,샌즈랩,KSQ,코스닥
252990,샘씨엔에스,KSQ,코스닥
007540,샘표,STK,유가증권
248170,샘표식품,STK,유가증권
378800,샤페론,KSQ,코스닥
294630,서남,KSQ,코스닥
038070,서린바이오,KSQ,코스닥
006730,서부T&D,KSQ,코스닥
079650,서산,KSQ,코스닥
100660,서암기계공업,KSQ,코스닥
007860,서연,STK,유가증권
200880,서연이화,STK,유가증권
019770,서연탑메탈,KSQ,코스닥
017390,서울가스,STK,유가증권
092190,서울바이오시스,KSQ,코스닥
046890,서울반도체,KSQ,코스닥
031210,서울보증보험,STK,유가증권
004410,서울식품,STK,유가증권
063170,서울옥션,KSQ,코스닥
027040,서울전자통신,KSQ,코스닥
018680,서울제약,KSQ,코스닥
036120,서울평가정보,KSQ,코스닥
021050,서원,STK,유가증권
093920,서원인텍,KSQ,코스닥
189860,서전기전,KSQ,코스닥
178320,서진시스템,KSQ,코스닥
122690,서진오토모티브,KSQ,코스닥
140070,서플러스글로벌,KSQ,코스닥
011370,서한,KSQ,코스닥
065710,서호전기,KSQ,코스닥
008490,서흥,STK,유가증권
035890,서희건설,KSQ,코스닥
357550,석경에이티,KSQ,코스닥
003100,선광,KSQ,코스닥
007610,선도전기,STK,유가증권
067370,선바이오,KSQ,코스닥
171090,선익시스템,KSQ,코스닥
136490,선진,STK,유가증권
086710,선진뷰티사이언스,KSQ,코스닥
014620,성광벤드,KSQ,코스닥
037350,성도이엔지,KSQ,코스닥
014910,성문전자,STK,유가증권
004980,성신양회,STK,유가증권
458650,성우,KSQ,코스닥
081580,성우전자,KSQ,코스닥
045300,성우테크론,KSQ,코스닥
015750,성우하이텍,KSQ,코스닥
340930,성원에너텍,KSQ,코스닥
365340,성일하이텍,KSQ,코스닥
000180,성창기업지주,STK,유가증권
080470,성창오토텍,KSQ,코스닥
043260,성호전자,KSQ,코스닥
148150,세경하이테크,KSQ,코스닥
002420,세기상사,STK,유가증권
061090,세나테크놀로지,KSQ,코스닥
188260,세니젠,KSQ,코스닥
053060,세동,KSQ,코스닥
340440,세림B&G,KSQ,코스닥
017510,세명전기,KSQ,코스닥
0017J0,세미티에스,KSQ,코스닥
490470,세미파이브,KSQ,코스닥
004360,세방,STK,유가증권
004490,세방전지,STK,유가증권
011560,세보엠이씨,KSQ,코스닥
396300,세아메카닉스,KSQ,코스닥
001430,세아베스틸지주,STK,유가증권
306200,세아제강,STK,유가증권
003030,세아제강지주,STK,유가증권
058650,세아홀딩스,STK,유가증권
013000,세우글로벌,STK,유가증권
100700,세운메디칼,KSQ,코스닥
024830,세원물산,KSQ,코스닥
021820,세원정공,STK,유가증권
067830,세이브존I&C,STK,유가증권
258830,세종메디칼,KSQ,코스닥
036630,세종텔레콤,KSQ,코스닥
039310,세중,KSQ,코스닥
075580,세진중공업,STK,유가증권
067770,세진티에스,KSQ,코스닥
053450,세코닉스,KSQ,코스닥
252500,세화피앤씨,KSQ,코스닥
321370,센서뷰,KSQ,코스닥
347000,센코,KSQ,코스닥
331920,셀레믹스,KSQ,코스닥
352770,셀레스트라,KSQ,코스닥
471820,셀로맥스사이언스,KSQ,코스닥
049180,셀루메드,KSQ,코스닥
299660,셀리드,KSQ,코스닥
108860,셀바스AI,KSQ,코스닥
208370,셀바스헬스케어,KSQ,코스닥
318160,셀바이오휴먼텍,KSQ,코스닥
308430,셀비온,KSQ,코스닥
068270,셀트리온,STK,유가증권
068760,셀트리온제약,KSQ,코스닥
068940,셀피글로벌,KSQ,코스닥
007720,소노스퀘어,KSQ,코스닥
950200,소마젠,KSQ,코스닥
032680,소프트센,KSQ,코스닥
258790,소프트캠프,KSQ,코스닥
066910,손오공,KSQ,코스닥
215090,솔디펜스,KSQ,코스닥
336370,솔루스첨단소재,STK,유가증권
248070,솔루엠,STK,유가증권
035610,솔본,KSQ,코스닥
357780,솔브레인,KSQ,코스닥
036830,솔브레인홀딩스,KSQ,코스닥
304100,솔트룩스,KSQ,코스닥
328380,솔트웨어,KSQ,코스닥
004430,송원산업,STK,유가증권
086980,쇼박스,KSQ,코스닥
017550,수산세보틱스,STK,유가증권
050960,수산아이앤티,KSQ,코스닥
126720,수산인더스트리,STK,유가증권
084180,수성웹툰,KSQ,코스닥
253840,수젠텍,KSQ,코스닥
298830,슈어소프트테크,KSQ,코스닥
236200,슈프리마,KSQ,코스닥
094840,슈프리마에이치큐,KSQ,코스닥
192440,슈피겐코리아,KSQ,코스닥
424960,스마트레이더시스템,KSQ,코스닥
099440,스맥,KSQ,코스닥
066590,스모트로닉,KSQ,코스닥
053210,스카이라이프,STK,유가증권
276040,스코넥,KSQ,코스닥
115570,스타플렉스,KSQ,코스닥
330730,스톤브릿지벤처스,KSQ,코스닥
352090,스톰테크,KSQ,코스닥
253450,스튜디오드래곤,KSQ,코스닥
408900,스튜디오미르,KSQ,코스닥
415380,스튜디오삼익,KSQ,코스닥
475040,스트라드비젼,KSQ,코스닥
026890,스틱인베스트먼트,STK,유가증권
013810,스페코,KSQ,코스닥
347700,스피어,KSQ,코스닥
049830,승일,KSQ,코스닥
020710,시공테크,KSQ,코스닥
033170,시그네틱스,KSQ,코스닥
048870,시너지이노베이션,KSQ,코스닥
025320,시노펙스,KSQ,코스닥
134790,시디즈,STK,유가증권
340810,시선AI,KSQ,코스닥
269620,시스웍,KSQ,코스닥
056090,시지메드텍,KSQ,코스닥
429270,시지트로닉스,KSQ,코스닥
418250,시큐레터,KSQ,코스닥
131090,시큐브,KSQ,코스닥
462870,시프트업,STK,유가증권
016590,신대양제지,STK,유가증권
290520,신도기연,KSQ,코스닥
029530,신도리코,STK,유가증권
004970,신라교역,STK,유가증권
001000,신라섬유,KSQ,코스닥
025870,신라에스지,KSQ,코스닥
215600,신라젠,KSQ,코스닥
065350,신성델타테크,KSQ,코스닥
416180,신성에스티,KSQ,코스닥
011930,신성이엔지,STK,유가증권
004170,신세계,STK,유가증권
035510,신세계 I&C,STK,유가증권
031430,신세계인터내셔날,STK,유가증권
031440,신세계푸드,STK,유가증권
006880,신송홀딩스,STK,유가증권
162300,신스틸,KSQ,코스닥
002800,신신제약,KSQ,코스닥
005800,신영와코루,STK,유가증권
001720,신영증권,STK,유가증권
009270,신원,STK,유가증권
017000,신원종합개발,KSQ,코스닥
002700,신일전자,STK,유가증권
012790,신일제약,KSQ,코스닥
138070,신진에스엠,KSQ,코스닥
226330,신테카바이오,KSQ,코스닥
002870,신풍,STK,유가증권
019170,신풍제약,STK,유가증권
055550,신한지주,STK,유가증권
056700,신화인터텍,KSQ,코스닥
187270,신화콘텍,KSQ,코스닥
095190,신화프리텍,KSQ,코스닥
004080,신흥,STK,유가증권
243840,신흥에스이씨,KSQ,코스닥
257720,실리콘투,KSQ,코스닥
222800,심텍,KSQ,코스닥
036710,심텍홀딩스,KSQ,코스닥
444530,심플랫폼,KSQ,코스닥
234030,싸이닉솔루션,KSQ,코스닥
160980,싸이맥스,KSQ,코스닥
356890,싸이버원,KSQ,코스닥
217330,싸이토젠,KSQ,코스닥
004770,써니전자,STK,유가증권
208640,썸에이지,KSQ,코스닥
222420,쎄노텍,KSQ,코스닥
037760,쎄니트,KSQ,코스닥
081180,쎄크,KSQ,코스닥
099320,쎄트렉아이,KSQ,코스닥
049960,쎌바이오텍,KSQ,코스닥
088280,쏘닉스,KSQ,코스닥
403550,쏘카,STK,유가증권
050890,쏠리드,KSQ,코스닥
394800,쓰리빌리언,KSQ,코스닥
177900,쓰리에이로직스,KSQ,코스닥
475400,씨메스로보틱스,KSQ,코스닥
109670,씨싸이트,KSQ,코스닥
066790,씨씨에스,KSQ,코스닥
004920,씨아이테크,STK,유가증권
352480,씨앤씨인터내셔널,KSQ,코스닥
264660,씨앤지하이테크,KSQ,코스닥
352700,씨앤투스,KSQ,코스닥
458870,씨어스,KSQ,코스닥
297090,씨에스베어링,KSQ,코스닥
112610,씨에스윈드,STK,유가증권
900120,씨엑스아이,KSQ,코스닥
359090,씨엔알리서치,KSQ,코스닥
115530,씨엔플러스,KSQ,코스닥
388210,씨엠티엑스,KSQ,코스닥
115480,씨유메디칼,KSQ,코스닥
376290,씨유테크,KSQ,코스닥
189330,씨이랩,KSQ,코스닥
096530,씨젠,KSQ,코스닥
480370,씨케이솔루션,STK,유가증권
101240,씨큐브,KSQ,코스닥
060590,씨티씨바이오,KSQ,코스닥
308170,씨티알모빌리티,STK,유가증권
260930,씨티케이,KSQ,코스닥
413630,씨피시스템,KSQ,코스닥
013990,아가방컴퍼니,KSQ,코스닥
175140,아고스,KSQ,코스닥
123860,아나패스,KSQ,코스닥
025980,아난티,KSQ,코스닥
008700,아남전자,STK,유가증권
0015N0,아로마티카,KSQ,코스닥
261780,아리바이오랩,KSQ,코스닥
290690,아리바이오홀딩스,KSQ,코스닥
125210,아모그린텍,KSQ,코스닥
090430,아모레퍼시픽,STK,유가증권
002790,아모레퍼시픽홀딩스,STK,유가증권
357580,아모센스,KSQ,코스닥
052710,아모텍,KSQ,코스닥
074430,아미노로직스,KSQ,코스닥
092040,아미코젠,KSQ,코스닥
083930,아바코,KSQ,코스닥
149950,아바텍,KSQ,코스닥
036010,아비코전자,KSQ,코스닥
002030,아세아,STK,유가증권
183190,아세아시멘트,STK,유가증권
002310,아세아제지,STK,유가증권
050860,아세아텍,KSQ,코스닥
012170,아센디오,STK,유가증권
136410,아셈스,KSQ,코스닥
246720,아스타,KSQ,코스닥
450950,아스테라시스,KSQ,코스닥
067390,아스트,KSQ,코스닥
159010,아스플로,KSQ,코스닥
127710,아시아경제,KSQ,코스닥
267850,아시아나IDT,STK,유가증권
020560,아시아나항공,STK,유가증권
154030,아시아종묘,KSQ,코스닥
227610,아우딘퓨쳐스,KSQ,코스닥
331740,아우토크립트,KSQ,코스닥
143160,아이디스,KSQ,코스닥
054800,아이디스홀딩스,KSQ,코스닥
332370,아이디피,KSQ,코스닥
066430,아이로보틱스,KSQ,코스닥
122900,아이마켓코리아,STK,유가증권
339950,아이비김영,KSQ,코스닥
469750,아이비젼웍스,KSQ,코스닥
460470,아이빔테크놀로지,KSQ,코스닥
099190,아이센스,KSQ,코스닥
461300,아이스크림미디어,KSQ,코스닥
289010,아이스크림에듀,KSQ,코스닥
214430,아이쓰리시스템,KSQ,코스닥
040910,아이씨디,KSQ,코스닥
368600,아이씨에이치,KSQ,코스닥
456010,아이씨티케이,KSQ,코스닥
052860,아이앤씨,KSQ,코스닥
464500,아이언디바이스,KSQ,코스닥
010780,아이에스동서,STK,유가증권
212710,아이에스티이,KSQ,코스닥
038880,아이에이,KSQ,코스닥
307180,아이엘,KSQ,코스닥
493280,아이엠바이오로직스,KSQ,코스닥
461030,아이엠비디엑스,KSQ,코스닥
451220,아이엠티,KSQ,코스닥
078860,아이오케이이엔엠,KSQ,코스닥
090150,아이윈,KSQ,코스닥
031310,아이즈비전,KSQ,코스닥
462980,아이지넷,KSQ,코스닥
185490,아이진,KSQ,코스닥
059100,아이컴포넌트,KSQ,코스닥
262840,아이퀘스트,KSQ,코스닥
175250,아이큐어,KSQ,코스닥
052460,아이크래프트,KSQ,코스닥
119830,아이텍,KSQ,코스닥
052770,아이톡시,KSQ,코스닥
124500,아이티센글로벌,KSQ,코스닥
031820,아이티센씨티에스,STK,유가증권
010280,아이티센엔텍,KSQ,코스닥
232830,아이티센피엔에스,KSQ,코스닥
372800,아이티아이즈,KSQ,코스닥
084850,아이티엠반도체,KSQ,코스닥
309710,아이티켐,KSQ,코스닥
114840,아이패밀리에스씨,KSQ,코스닥
027360,아주IB투자,KSQ,코스닥
139990,아주스틸,STK,유가증권
032080,아즈텍WB,KSQ,코스닥
013310,아진산업,KSQ,코스닥
059120,아진엑스텍,KSQ,코스닥
009320,아진전자부품,STK,유가증권
0007C0,아크릴,KSQ,코스닥
158430,아톤,KSQ,코스닥
297570,아틀라스링크,KSQ,코스닥
200350,아티스트스튜디오,KSQ,코스닥
321820,아티스트컴퍼니,KSQ,코스닥
001540,안국약품,KSQ,코스닥
053800,안랩,KSQ,코스닥
065660,안트로젠,KSQ,코스닥
001780,알루코,STK,유가증권
260660,알리코제약,KSQ,코스닥
354320,알멕,KSQ,코스닥
361570,알비더블유,KSQ,코스닥
131370,알서포트,KSQ,코스닥
140670,알에스오토메이션,KSQ,코스닥
096610,알에프세미,KSQ,코스닥
061040,알에프텍,KSQ,코스닥
148250,알엔투테크놀로지,KSQ,코스닥
123010,알엔티엑스,KSQ,코스닥
476830,알지노믹스,KSQ,코스닥
347860,알체라,KSQ,코스닥
196170,알테오젠,KSQ,코스닥
123750,알톤,KSQ,코스닥
459550,알트,KSQ,코스닥
085810,알티캐스트,KSQ,코스닥
043100,알파AI,KSQ,코스닥
117670,알파칩스,KSQ,코스닥
314140,알피바이오,KSQ,코스닥
291650,압타머사이언스,KSQ,코스닥
293780,압타바이오,KSQ,코스닥
018250,애경산업,STK,유가증권
161000,애경케미칼,STK,유가증권
310200,애니플러스,KSQ,코스닥
179530,애드바이오텍,KSQ,코스닥
397810,애드포러스,KSQ,코스닥
0011A0,액스비스,KSQ,코스닥
052790,액토즈소프트,KSQ,코스닥
290740,액트로,KSQ,코스닥
238090,앤디포스,KSQ,코스닥
138360,앤로보틱스,KSQ,코스닥
092600,앤씨앤,KSQ,코스닥
129890,앱코,KSQ,코스닥
174900,앱클론,KSQ,코스닥
109960,앱토크롬,KSQ,코스닥
270520,앱튼,KSQ,코스닥
255440,야스,KSQ,코스닥
030960,양지사,KSQ,코스닥
102120,어보브반도체,KSQ,코스닥
238120,얼라인드,KSQ,코스닥
019990,에너토크,KSQ,코스닥
011090,에넥스,STK,유가증권
435570,에르코스,KSQ,코스닥
270660,에브리봇,KSQ,코스닥
038680,에스넷,KSQ,코스닥
137310,에스디바이오센서,STK,유가증권
217480,에스디생명공학,KSQ,코스닥
121890,에스디시스템,KSQ,코스닥
304360,에스바이오메딕스,KSQ,코스닥
389500,에스비비테크,KSQ,코스닥
042110,에스씨디,KSQ,코스닥
065420,에스아이리소스,KSQ,코스닥
103230,에스앤더블류,KSQ,코스닥
260970,에스앤디,KSQ,코스닥
101490,에스앤에스텍,KSQ,코스닥
095910,에스에너지,KSQ,코스닥
275630,에스에스알,KSQ,코스닥
031330,에스에이엠티,KSQ,코스닥
060540,에스에이티,KSQ,코스닥
0008Z0,에스엔시스,KSQ,코스닥
005850,에스엘,STK,유가증권
246250,에스엘에스바이오,KSQ,코스닥
041510,에스엠,KSQ,코스닥
010580,에스엠벡셀,STK,유가증권
460870,에스엠씨지,KSQ,코스닥
464080,에스오에스랩,KSQ,코스닥
109610,에스와이,KSQ,코스닥
365330,에스와이스틸텍,KSQ,코스닥
012750,에스원,STK,유가증권
306040,에스제이그룹,KSQ,코스닥
398120,에스지헬스케어,KSQ,코스닥
475660,에스켐,KSQ,코스닥
096630,에스코넥,KSQ,코스닥
069510,에스텍,KSQ,코스닥
488280,에스투더블유,KSQ,코스닥
234300,에스트래픽,KSQ,코스닥
039440,에스티아이,KSQ,코스닥
098660,에스티오,KSQ,코스닥
052020,에스티큐브,KSQ,코스닥
237690,에스티팜,KSQ,코스닥
458350,에스팀,KSQ,코스닥
050760,에스폴리텍,KSQ,코스닥
288620,에스프리즘,KSQ,코스닥
443670,에스피소프트,KSQ,코스닥
317830,에스피시스템스,KSQ,코스닥
058610,에스피지,KSQ,코스닥
043340,에쎈테크,KSQ,코스닥
023960,에쓰씨엔지니어링,STK,유가증권
163280,에어레인,KSQ,코스닥
298690,에어부산,STK,유가증권
200710,에이디테크놀로지,KSQ,코스닥
475580,에이럭스,KSQ,코스닥
096690,에이루트,KSQ,코스닥
078520,에이블씨엔씨,STK,유가증권
298380,에이비엘바이오,KSQ,코스닥
203400,에이비온,KSQ,코스닥
003800,에이스침대,KSQ,코스닥
088800,에이스테크,KSQ,코스닥
241840,에이스토리,KSQ,코스닥
364950,에이아이코리아,KSQ,코스닥
453860,에이에스텍,KSQ,코스닥
312610,에이에프더블류,KSQ,코스닥
015260,에이엔피,STK,유가증권
172670,에이엘티,KSQ,코스닥
481070,에이유브랜즈,KSQ,코스닥
060900,에이전트AI,KSQ,코스닥
445090,에이직랜드,KSQ,코스닥
295310,에이치브이엠,KSQ,코스닥
072990,에이치시티,KSQ,코스닥
044990,에이치엔에스하이텍,KSQ,코스닥
239610,에이치엘사이언스,KSQ,코스닥
0156T0,에이치엘지노믹스,KSQ,코스닥
036170,에이치엠넥스,KSQ,코스닥
148930,에이치와이티씨,KSQ,코스닥
044780,에이치케이,KSQ,코스닥
357230,에이치피오,KSQ,코스닥
355690,에이텀,KSQ,코스닥
071670,에이테크솔루션,KSQ,코스닥
045660,에이텍,KSQ,코스닥
224110,에이텍모빌리티,KSQ,코스닥
021080,에이티넘인베스트,KSQ,코스닥
200470,에이팩트,KSQ,코스닥
262260,에이프로,KSQ,코스닥
007460,에이프로젠,STK,유가증권
003060,에이프로젠바이오로직스,STK,유가증권
397030,에이프릴바이오,KSQ,코스닥
244920,에이플러스에셋,STK,유가증권
278470,에이피알,STK,유가증권
0009K0,에임드바이오,KSQ,코스닥
230240,에치에프알,KSQ,코스닥
159910,에코글로우,KSQ,코스닥
097780,에코볼트,KSQ,코스닥
038870,에코심플렉스,KSQ,코스닥
448280,에코아이,KSQ,코스닥
101360,에코앤드림,KSQ,코스닥
128540,에코캡,KSQ,코스닥
086520,에코프로,KSQ,코스닥
450080,에코프로머티,STK,유가증권
247540,에코프로비엠,KSQ,코스닥
383310,에코프로에이치엔,KSQ,코스닥
038110,에코플라스틱,KSQ,코스닥
073540,에프알텍,KSQ,코스닥
064850,에프앤가이드,KSQ,코스닥
036810,에프에스티,KSQ,코스닥
173940,에프엔씨엔터,KSQ,코스닥
083500,에프엔에스테크,KSQ,코스닥
317530,에피소드컴퍼니,KSQ,코스닥
054940,엑사이엔씨,KSQ,코스닥
950130,엑세스바이오,KSQ,코스닥
373110,엑셀세라퓨틱스,KSQ,코스닥
205100,엑셈,KSQ,코스닥
356680,엑스게이트,KSQ,코스닥
070300,엑스큐어,KSQ,코스닥
317770,엑스페릭스,KSQ,코스닥
373200,엑스플러스,KSQ,코스닥
069920,엑시온그룹,KSQ,코스닥
092870,엑시콘,KSQ,코스닥
019490,엑시큐어하이트론,STK,유가증권
317870,엔바이오니아,KSQ,코스닥
067570,엔브이에이치코리아,KSQ,코스닥
0004V0,엔비알모션,KSQ,코스닥
236810,엔비티,KSQ,코스닥
333620,엔시스,KSQ,코스닥
101400,엔시트론,KSQ,코스닥
475230,엔알비,KSQ,코스닥
265740,엔에프씨,KSQ,코스닥
